Name,Chr:bp,Genomic size (bp),Class,Source Study,Study description
esv1376787,19:13629636-13629636,-,insertion,DGVa:estd22,"Database of Genomic Variants Archive: Levy 2007 ""The diploid genome sequence of an individual human."" PMID:17803354"
esv1345514,19:13631040-13631040,-,insertion,DGVa:estd22,"Database of Genomic Variants Archive: Levy 2007 ""The diploid genome sequence of an individual human."" PMID:17803354"
nsv1941585,19:13631627-13631659,-,short tandem repeat variation,DGVa:nstd128,"Database of Genomic Variants Archive: Mallick 2016 ""We report high quality genomes from 300 individuals from 142 diverse populations. As part of this study, we generated a comprehensive catalog of short tandem repeat (STR) genotypes. We used this call set to characterize allele frequency spectra, analyze sequence determinants of STR variation, and to identify common loss of function alleles."""
nsv1940418,19:13632343-13632386,-,short tandem repeat variation,DGVa:nstd128,"Database of Genomic Variants Archive: Mallick 2016 ""We report high quality genomes from 300 individuals from 142 diverse populations. As part of this study, we generated a comprehensive catalog of short tandem repeat (STR) genotypes. We used this call set to characterize allele frequency spectra, analyze sequence determinants of STR variation, and to identify common loss of function alleles."""
nsv1940419,19:13632412-13632425,-,short tandem repeat variation,DGVa:nstd128,"Database of Genomic Variants Archive: Mallick 2016 ""We report high quality genomes from 300 individuals from 142 diverse populations. As part of this study, we generated a comprehensive catalog of short tandem repeat (STR) genotypes. We used this call set to characterize allele frequency spectra, analyze sequence determinants of STR variation, and to identify common loss of function alleles."""
nsv1941586,19:13632566-13632616,-,short tandem repeat variation,DGVa:nstd128,"Database of Genomic Variants Archive: Mallick 2016 ""We report high quality genomes from 300 individuals from 142 diverse populations. As part of this study, we generated a comprehensive catalog of short tandem repeat (STR) genotypes. We used this call set to characterize allele frequency spectra, analyze sequence determinants of STR variation, and to identify common loss of function alleles."""
nsv2768217,19:260911-16062156,-,loss of heterozygosity,DGVa:nstd125,"Database of Genomic Variants Archive: Wills 2016 ""Autosomal dominant polycystic liver disease (ADPLD) and autosomal dominant polycystic kidney disease (ADPKD) is caused by mutations in PRKCSH, SEC63, and LRP5, PKD1, and PKD2. Liver cyst development in these disorders is explained by somatic loss-of-heterozygosity (LOH) of the wild type allele in the developing cyst. We analyzed 24 liver cyst samples from 23 patients using high resolution microarray (homozygosity of autosomes (>3.0Mb) large CNVs (>1.0Mb)). We found frequent LOH in PRKCSH (22/29), and PKD1/PKD2 (2/3). In the total cohort, 12/23 patients harbored abnormalities outside of familiar areas. In individual ADPLD cases, we identified germline events: a 2q13 complex rearrangement resulting in BUB1 haploinsufficiency, a 47XXX karyotype, and LOH on chromosome 3p."""
nsv2768218,19:260911-19745645,-,loss of heterozygosity,DGVa:nstd125,"Database of Genomic Variants Archive: Wills 2016 ""Autosomal dominant polycystic liver disease (ADPLD) and autosomal dominant polycystic kidney disease (ADPKD) is caused by mutations in PRKCSH, SEC63, and LRP5, PKD1, and PKD2. Liver cyst development in these disorders is explained by somatic loss-of-heterozygosity (LOH) of the wild type allele in the developing cyst. We analyzed 24 liver cyst samples from 23 patients using high resolution microarray (homozygosity of autosomes (>3.0Mb) large CNVs (>1.0Mb)). We found frequent LOH in PRKCSH (22/29), and PKD1/PKD2 (2/3). In the total cohort, 12/23 patients harbored abnormalities outside of familiar areas. In individual ADPLD cases, we identified germline events: a 2q13 complex rearrangement resulting in BUB1 haploinsufficiency, a 47XXX karyotype, and LOH on chromosome 3p."""
nsv2768219,19:260911-20692745,-,loss of heterozygosity,DGVa:nstd125,"Database of Genomic Variants Archive: Wills 2016 ""Autosomal dominant polycystic liver disease (ADPLD) and autosomal dominant polycystic kidney disease (ADPKD) is caused by mutations in PRKCSH, SEC63, and LRP5, PKD1, and PKD2. Liver cyst development in these disorders is explained by somatic loss-of-heterozygosity (LOH) of the wild type allele in the developing cyst. We analyzed 24 liver cyst samples from 23 patients using high resolution microarray (homozygosity of autosomes (>3.0Mb) large CNVs (>1.0Mb)). We found frequent LOH in PRKCSH (22/29), and PKD1/PKD2 (2/3). In the total cohort, 12/23 patients harbored abnormalities outside of familiar areas. In individual ADPLD cases, we identified germline events: a 2q13 complex rearrangement resulting in BUB1 haploinsufficiency, a 47XXX karyotype, and LOH on chromosome 3p."""
nsv2779094,19:260912-58445521,"58,184,610",CNV,DGVa:nstd37,"Database of Genomic Variants Archive: Miller 2010 ""Consensus statement: chromosomal microarray is a first-tier clinical diagnostic test for individuals with developmental disabilities or congenital anomalies."" PMID:20466091"
nsv543844,19:262080-13259676,"12,997,597",CNV,DGVa:nstd54,"Database of Genomic Variants Archive: Cooper 2011 ""A copy number variation morbidity map of developmental delay."" PMID:21841781"
nsv543845,19:262080-13430801,"13,168,722",CNV,DGVa:nstd54,"Database of Genomic Variants Archive: Cooper 2011 ""A copy number variation morbidity map of developmental delay."" PMID:21841781"
nsv543846,19:262080-14310566,"14,048,487",CNV,DGVa:nstd54,"Database of Genomic Variants Archive: Cooper 2011 ""A copy number variation morbidity map of developmental delay."" PMID:21841781"
nsv543847,19:262080-14699370,"14,437,291",CNV,DGVa:nstd54,"Database of Genomic Variants Archive: Cooper 2011 ""A copy number variation morbidity map of developmental delay."" PMID:21841781"
nsv543848,19:262080-19171332,"18,909,253",CNV,DGVa:nstd54,"Database of Genomic Variants Archive: Cooper 2011 ""A copy number variation morbidity map of developmental delay."" PMID:21841781"
nsv543849,19:262080-19205989,"18,943,910",CNV,DGVa:nstd54,"Database of Genomic Variants Archive: Cooper 2011 ""A copy number variation morbidity map of developmental delay."" PMID:21841781"
nsv1191521,19:262080-19205989,"18,943,910",CNV,DGVa:nstd113,"Database of Genomic Variants Archive: Polyak 2015 ""Copy Number Variant calls for 8,373 individuals (16,828 calls) with intellectual disability/developmental delay and/or autism from Signature Genomics Laboratories LLC. Please note that this study may contain samples in common with [nstd54|/dbvar/studies/nstd54/] and [nstd100|/dbvar/studies/nstd100/]. Due to differences in the analysis please use samplesets from only one of these submissions."""
nsv543850,19:262080-19707906,"19,445,827",CNV,DGVa:nstd54,"Database of Genomic Variants Archive: Cooper 2011 ""A copy number variation morbidity map of developmental delay."" PMID:21841781"
nsv543851,19:262080-19902670,"19,640,591",CNV,DGVa:nstd54,"Database of Genomic Variants Archive: Cooper 2011 ""A copy number variation morbidity map of developmental delay."" PMID:21841781"
nsv543852,19:262080-20410060,"20,147,981",CNV,DGVa:nstd54,"Database of Genomic Variants Archive: Cooper 2011 ""A copy number variation morbidity map of developmental delay."" PMID:21841781"
nsv2757532,19:266034-54160365,"53,894,332",CNV,DGVa:nstd130,"Database of Genomic Variants Archive: Leppa 2016 ""We analyzed microarray based CNV data from families from the Autism Genetic Resource Exchange (AGRE). We observed a higher burden of large, rare CNVs in individuals with ASD compared to their unaffected siblings, but at a significantly lower level than in simplex families. We also identified a rare ASD and language delay associated de novo deletion overlapping the NR4A2 gene on 2q24.1. Thirty families with previously characterized ASD-associated CNVs showed inheritance pattern, where in 21 of the 30 families, in which at least one affected sibling harbored a major risk CNV, the CNV wasn'™t shared by all affected children within that family, indicating other contributing factors."""
nsv2758626,19:289244-19500741,"19,211,498",CNV,DGVa:nstd130,"Database of Genomic Variants Archive: Leppa 2016 ""We analyzed microarray based CNV data from families from the Autism Genetic Resource Exchange (AGRE). We observed a higher burden of large, rare CNVs in individuals with ASD compared to their unaffected siblings, but at a significantly lower level than in simplex families. We also identified a rare ASD and language delay associated de novo deletion overlapping the NR4A2 gene on 2q24.1. Thirty families with previously characterized ASD-associated CNVs showed inheritance pattern, where in 21 of the 30 families, in which at least one affected sibling harbored a major risk CNV, the CNV wasn'™t shared by all affected children within that family, indicating other contributing factors."""
nsv2752158,19:289244-58485087,"58,195,844",CNV,DGVa:nstd130,"Database of Genomic Variants Archive: Leppa 2016 ""We analyzed microarray based CNV data from families from the Autism Genetic Resource Exchange (AGRE). We observed a higher burden of large, rare CNVs in individuals with ASD compared to their unaffected siblings, but at a significantly lower level than in simplex families. We also identified a rare ASD and language delay associated de novo deletion overlapping the NR4A2 gene on 2q24.1. Thirty families with previously characterized ASD-associated CNVs showed inheritance pattern, where in 21 of the 30 families, in which at least one affected sibling harbored a major risk CNV, the CNV wasn'™t shared by all affected children within that family, indicating other contributing factors."""
